,Year,Yield,soil_bdod_5-15cm_mean,soil_cec_5-15cm_mean,soil_cfvo_5-15cm_mean,soil_clay_5-15cm_mean,soil_nitrogen_5-15cm_mean,soil_ocd_5-15cm_mean,soil_ocs_0-30cm_mean,soil_phh2o_5-15cm_mean,soil_sand_5-15cm_mean,soil_silt_5-15cm_mean,soil_soc_5-15cm_mean,EVI,GNDVI,GDVI,GOSAVI,tmmx,tmmn,vpd,pr,GDVI_max,GDVI_min,GNDVI_max,GNDVI_min,GOSAVI_max,GOSAVI_min,EVI_max,EVI_min,AVI_max,AVI_min,EVI2_max,EVI2_min,NDVI_max,NDVI_min,GDVI_mean,GNDVI_mean,GOSAVI_mean,EVI_mean,AVI_mean,EVI2_mean,NDVI_mean,GDVI_std,GNDVI_std,GOSAVI_std,EVI_std,AVI_std,EVI2_std,NDVI_std
10,2017,7.520042857474988,117.88142007178392,245.76195875359574,144.5837149111083,402.7047489019972,1505.063604062766,341.63394941581436,67.95181430105599,62.003910754121485,334.47308379358043,263.059943653013,279.4941209421469,0.8301167513956591,0.4983577662418061,1748.2463761645179,0.5002432747830747,272.90633166150894,115.80734697553615,86.44522563220806,85.5830690646137,2237.932594008597,1268.8832125995746,0.6095232621305201,0.4284374414592483,0.6104696307061587,0.42695693807634183,13.188741832467898,0.0,1388.1382250277136,977.603161438003,1.5418060698174783,0.6276735536467181,0.6099006157597717,0.4287553859909267,1750.0543544142602,0.5056183706379868,0.5050278720446373,3.6024440517811778,1188.334455064946,1.092355064244414,0.5052427830772984,346.6526746789738,0.06439044220737287,0.06567011399640292,4.6091418121432755,131.75883602551377,0.3043210004253458,0.0635772058431191
11,2016,7.535663965053205,117.88789146278309,247.0348417082423,145.07884314643516,401.13886056310605,1483.2802441572076,342.8594757482031,67.8095589142403,62.03578256749886,335.10046507498913,264.61822889394887,280.7094914632704,0.8757389725775878,0.4994303073673583,1743.3282129437187,0.5001373639673083,272.6035039897057,115.3255493716106,86.0524486013881,86.37242764383934,2235.0766031631774,1283.3043184047679,0.6102664000419904,0.42704472750746486,0.6089884494584126,0.43106758008742246,13.17077421197605,0.0,1384.5889316519524,978.1666947856147,1.5418385884747963,0.6327458887196665,0.6102262495276769,0.42411308378918605,1749.674034629702,0.5056545272211025,0.5048305278231691,3.566483474678619,1185.3817165214236,1.0978042277888158,0.5049954743016765,349.4097438389146,0.06431700752048637,0.06432836929825944,4.5068653791209154,133.4580000016819,0.30823367659291373,0.06412252084407337
12,2017,7.524279970599795,117.98772803496941,245.8678121990387,144.87452572964088,402.2383840517549,1541.3866950043107,341.80156675126506,67.89549646069193,62.016549272615485,334.7329495800141,262.27165846607016,281.129246635846,0.9553745168239902,0.49945629511106526,1748.8707022260053,0.5001968278679079,272.84554017693716,115.63728293416385,86.23857327926913,87.04050336581597,2240.466906121092,1290.0269128144814,0.6105402749620115,0.42847590730950363,0.6101603031368621,0.43457330325563914,13.164918822236059,0.0,1384.424511138552,981.4566790633389,1.5452492029277975,0.6263073824324027,0.6090495211526499,0.4317457732362463,1747.4308411696438,0.5050567499403347,0.5040195770126248,3.5707794697341306,1186.5477101852177,1.0981740765387342,0.5045755843043205,354.7260019527251,0.06369916596032033,0.06526291787797828,4.578204395581611,130.88996222496297,0.30891123514380786,0.06462743878904062
13,2017,7.458323688639155,117.90432284936473,247.0079220465409,144.4838281043462,402.65307025303315,1520.8643054560791,341.8926187628795,68.02908309921584,61.99741711655886,334.8020601230908,262.88023900669464,279.3894004492358,0.9841379325376179,0.5018653050668046,1751.2845527322881,0.49966848355338167,272.34306710350245,116.0370691435932,86.11477852991744,87.18898674470918,2222.3891435035325,1275.075247516955,0.6095764431505778,0.4296876137612469,0.6093564892570693,0.4256093079723978,13.236948348974616,0.0,1384.7635666033193,977.0088813554476,1.5415093404421025,0.6304764418480406,0.6103759989480282,0.42671811671451865,1751.1804216698245,0.5064336490603207,0.5054917696459108,3.5558818018494627,1186.4091126550459,1.0963896802121573,0.50569611420928,343.39278994836224,0.06486375875791078,0.06391380655370354,4.569658645502563,132.28887758243437,0.308265378808379,0.06535133790622698
14,2017,7.494259957527778,118.04903752286708,247.91027896959324,145.46370404776218,400.83062111598224,1510.0159357207847,342.5426221529926,68.30674100895601,61.92861878861924,336.2053147674477,262.9252351089079,282.77749236270176,0.909431297162412,0.499352814312724,1747.4639658154872,0.49976381898702765,272.3033080716473,115.69874611719894,85.95956595375608,87.07997348890282,2240.608012888135,1259.5854174456674,0.60983125624194,0.42563659148335536,0.6097252450139853,0.43069584959029267,13.077405487272594,0.0,1384.53115480615,978.6095645576064,1.5399078505342412,0.6414481088096743,0.6098687048904142,0.4290012421583814,1747.9925076978961,0.5050782239914811,0.5050633729253605,3.5338766840201252,1185.8756829313334,1.0957557059673788,0.5056875878608771,342.5324731973648,0.06354643196401157,0.06278686145918125,4.470885104188741,132.7323400466081,0.3060361762969005,0.06330402288286806
15,2016,7.503543955352065,118.02481963102726,247.4408765502623,144.67653680213527,401.82699997267594,1482.7234298635806,341.9806140951407,68.04646839720323,61.90126981286684,334.30348976484527,262.3995058237219,279.7838654721683,0.8924777676278032,0.5004006534443208,1748.8181429194162,0.49995608337281855,272.9415937861218,115.64596535656177,86.06220306293243,86.7399350577812,2245.286675248592,1263.0337839415788,0.6107870315132763,0.431614705196368,0.6103724064066817,0.4327269402997729,13.291703081730972,0.0,1387.811459786593,978.9914645508102,1.5413210562901496,0.6300915352755434,0.6101810052572366,0.43379593660703114,1752.8066171455343,0.5043165312359293,0.5032220107801844,3.5504620869021344,1186.3167652549573,1.0940847851345357,0.5042014819989522,349.03651312287775,0.06366028777768035,0.06253658384225502,4.514599088068413,132.94714836466395,0.306188351578831,0.062491267740803005
16,2017,7.489069964849859,117.94503183495233,248.65802824193025,144.98307817252126,402.299312927093,1509.819230089276,342.2607606024638,67.77767649658956,61.98161687907973,334.6795472974427,263.23843953700714,278.1667780371029,0.9358501074467347,0.5025328930823446,1743.7926650990757,0.4995713353010339,272.8028336888226,115.7424474902342,86.17844590626139,87.35779414255201,2229.6396044486382,1272.573941812818,0.6092339453451063,0.4299011059735646,0.6107512895185121,0.4258439390951354,12.9906709995437,0.0,1385.8352935791972,977.869204881462,1.5383674777296623,0.627701616567721,0.6090977490802317,0.4341555827075042,1753.9268037449274,0.5044541217757976,0.5058450451538529,3.5462439915933293,1187.0503610590836,1.098422394198168,0.5049862137093192,353.5137651681223,0.06283722410950124,0.06436662703751855,4.523906393436267,133.1793951515405,0.3072356327624946,0.06485179829250376
17,2016,7.530074931494148,117.95548027507523,247.1527038208397,145.03714312819818,402.16271333983553,1496.8678728588166,341.7907020949748,67.67582628335039,61.968761207212026,335.7744228555046,263.11384402814303,278.29140089437874,0.9671798939532987,0.5000987897115033,1749.4422909870664,0.5002572730607293,272.5986238954114,115.57432599045138,86.7453604896835,86.51648099739981,2232.191137420211,1275.5596464684133,0.6104841008589097,0.42793666987518875,0.6106502799659402,0.42850851756238817,13.101179647769355,0.0,1386.679099362704,980.0446412177998,1.540103299413095,0.6295163832847083,0.6095009524881845,0.43712675328594897,1750.73178999928,0.5051768873579582,0.5047244055051936,3.517134484277205,1187.504630468935,1.0936561737173345,0.5051516172083403,352.83622747751326,0.06337153829472252,0.06569616725578618,4.4878855874118075,132.98412564264743,0.3057456630649376,0.06374796032680564
18,2017,7.4761536334661125,118.1274941087696,246.51682593569,144.54827654304103,401.7331642842798,1519.3256627570115,341.3824548274257,68.11493819490822,62.09608593837249,335.100514573629,263.20261708524276,279.8251826003275,0.9788749069561087,0.4986878392736553,1746.6128478832,0.5000050203189518,272.87595128553363,115.62851151052523,85.71877571554987,86.98221234576583,2235.937141837487,1261.3736791654285,0.6110992577460385,0.4276856254519954,0.6099830211537081,0.43129861482452553,13.137549798010701,0.0,1386.934762956053,977.8707650970172,1.5412245475823132,0.6364779458972001,0.6103546747857863,0.42842159638235966,1748.6577509742497,0.5053928722358576,0.505298106639096,3.5462760059427154,1186.7725073961103,1.0979973968131165,0.5047530727497426,347.92792924165377,0.06450347314106913,0.06330490778361153,4.5089899573069046,131.72958895419788,0.31013392971554093,0.06136711573302549
19,2017,7.454019826382284,118.05458810429384,247.76876795534812,145.67188556395905,402.34627940318677,1511.6329311180268,342.08249862844684,68.0366127567893,61.99099844773893,335.1627185897469,263.0393111115018,281.5515601231497,0.9103973994556155,0.5001487605478254,1749.6594437907395,0.5018382014607395,272.2435703501382,115.7454094859427,85.97257595148122,86.62982727328101,2232.125941374703,1285.5081876238446,0.6108538258309016,0.4266149241403055,0.6106184995323048,0.4277552973351864,13.150075621648549,0.0,1386.0312421453377,979.455793861042,1.538184239247972,0.625755140992277,0.6108411306875869,0.4283337458923132,1748.320989004089,0.5047016002852309,0.5045644586513028,3.521915462459173,1188.067808581475,1.0873383152826095,0.5058187081155008,347.20949539775813,0.06355552198649865,0.06417299025900096,4.489327444006179,132.29389584004014,0.307077564378962,0.06543576009690362
20,2016,7.540921946200031,117.88474021743195,247.61305463396923,145.18283735443356,401.46892255351815,1530.8347277659936,342.3297482493188,67.95969175349833,61.973590388856394,334.2995234478952,261.53955195936345,280.1319581054064,0.9068150898583492,0.4996425579092703,1743.9567529985602,0.5010437211344626,272.9425214904001,115.77361478146157,86.153791167911,87.85277718476742,2237.9291398788864,1267.813325370954,0.6098559131740892,0.42947691659752757,0.6093203389355594,0.4292601159835577,13.161134561971393,0.0,1384.8872025732992,978.6561407664158,1.53817358855234,0.6279809555974274,0.6103869908561338,0.43956274596344913,1754.2183977917493,0.5039528151714936,0.5049472806572383,3.5518912257345296,1186.7685134061792,1.095473198161423,0.5074962071524443,349.0541498890027,0.0638451643187397,0.06332462486010033,4.506499271514055,133.8859818909818,0.30426983165410076,0.06350734434953598
21,2016,7.519162817993869,118.02688120357205,245.45680588108334,145.62709339587732,401.14219705568564,1521.958450603581,342.4850410907231,68.42426467898169,62.02020656685543,334.8657642489595,263.65466006075184,281.0945184824776,0.9119996697614925,0.49926094783424546,1753.9201345956276,0.4994885796854296,272.6358631467566,115.86035264805764,86.16259134914868,87.45671281203343,2238.2659792151553,1268.3688251073331,0.6105237048161684,0.42898243992366825,0.6102143043935905,0.43023697922787524,13.284161384615619,0.0,1384.870882939664,976.9772373466694,1.5436565294873028,0.6343952172093438,0.6105377306754906,0.4318726073693598,1747.216489382102,0.5046833097507326,0.50440804430971,3.5592609293786692,1186.8852417986363,1.0962381874324696,0.504957053414806,355.5966480762302,0.06331527985247384,0.06389169352369749,4.497211505351751,132.63653969509744,0.3040944609341224,0.06357620013670709
22,2016,7.524033220467738,118.01265419673386,247.70242030469475,144.33020998333893,402.3370032490419,1530.5572233541795,342.5415908767548,67.95151215474691,61.92670138815013,335.90767769913543,263.3457048695201,278.0534390926033,0.9741313074028255,0.5001130738820521,1753.8308076574006,0.5001204568719576,272.5354275645165,115.610566232524,85.95633146303634,87.84274195235014,2243.5734057565583,1270.0164185935084,0.6102718334015339,0.4259663016749171,0.610702832481855,0.4323465093569383,13.309152909422748,0.0,1388.0745509233343,975.7042662450594,1.5423957403420194,0.6303714813362,0.6100027726119074,0.4346827887827742,1752.355526514797,0.5044076385876166,0.5039250702503364,3.5606643778838096,1186.4003141784574,1.0916113936278522,0.5045845335907393,354.50727187127745,0.06414782314218119,0.062290297515781905,4.526061720966618,130.9750103299989,0.3058612809872792,0.06277482079192497
23,2016,7.498768243540513,118.04542257623596,246.0488694845033,145.20609445606647,401.31455655362964,1516.5114784126717,343.12198855503215,68.00881054077566,61.96792117391515,335.0150918883003,262.5904520023524,278.3890535657025,0.98041093383811,0.5002753213506508,1745.4339267507708,0.5018931442978811,271.9544919685913,115.77619330347027,85.76608166002755,87.04774453576424,2227.061393513882,1285.9788946631836,0.6093604440922056,0.427060243515873,0.6091029823672757,0.4311351613665253,13.180636334411833,0.0,1387.361216965596,978.4135062012565,1.5372732745683408,0.639272516799526,0.6100644591588731,0.4276855604212222,1752.9850208776095,0.5047211898259465,0.5050405100201997,3.508077672147708,1186.9199556663757,1.0956401243562155,0.5046808029597496,350.894733294964,0.0639283213153809,0.06391921830673067,4.45707858746695,132.6862186503818,0.305841138337039,0.06390126359260254
24,2017,7.54611510182728,117.98591624263518,247.44066949790954,144.9115052155708,402.49556909832864,1516.093462758987,341.30679893019186,67.99540822296785,62.12073547905956,335.5195819051576,261.91884506945604,280.04948326318396,0.9318836721215883,0.5000740249438603,1750.7653419870276,0.5024058793261413,272.294706002646,116.01125051412615,85.70180264211598,87.51640379406332,2235.9941460265354,1272.984554277979,0.6103079185918083,0.42971347886024286,0.6095695221909704,0.42742715637640166,12.922561606766228,0.0,1390.4611870702042,978.181197691086,1.540276302597073,0.623751260565738,0.6110509535586935,0.4262465898610183,1752.4460774264658,0.5043037301016181,0.5049159391397278,3.534541049483696,1187.2167268286832,1.0949767611950567,0.5038637642897132,351.6084006780556,0.06421368437450167,0.06449602546377921,4.502413293176706,134.00639049380794,0.30788282697364805,0.06314955371412483
25,2016,7.4751715874687665,118.0860670528659,246.71668530167116,145.10478634091365,402.0986796767552,1485.3525787648282,341.5437000550233,68.05691657212509,62.01491213660681,335.26179511827377,263.44356324588756,279.4905980790498,0.9354749909208729,0.49997086088754206,1745.9533300568016,0.4961919649856644,272.641092927908,115.79830895567015,86.2769026224689,87.42242455203028,2229.0444366819465,1269.5783984314114,0.6101205224498537,0.43650310157109007,0.6094624618293909,0.42886956858981745,13.201175849817295,0.0,1385.7184435219174,978.8192968512209,1.5392341018249878,0.6354399662962994,0.6094999738501987,0.43186667747087626,1749.7939887427442,0.5042755408859381,0.5049070001183876,3.556220228068904,1187.4316757935692,1.0934287339685358,0.5051117005715557,349.8558816901299,0.06371340252806706,0.06548957032276684,4.481552668136149,133.30383280311898,0.3036617290558456,0.06270024898443216
26,2017,7.47742720421253,118.06900373967906,246.8714256926496,145.19389324351786,400.9351362230253,1513.9334613020646,341.3464296328869,67.81713069789072,61.95208941038114,333.7310506887856,262.76373900101817,280.08060774162885,0.8759786665885572,0.49987796244027555,1748.1679327735344,0.4986431861958777,272.7252219723413,115.868523027812,86.31943865077778,86.47408024364235,2236.1420299758133,1259.0309423887188,0.6088174070954291,0.4305732042267187,0.6105566765303537,0.43048604493099907,13.032578092642986,0.0,1385.9298000804504,976.1968375722232,1.5412148044707172,0.6216275535125291,0.6103269612393439,0.42893497850544576,1749.167327660428,0.5040272505023686,0.5042619197715122,3.539848903482225,1185.6255165151167,1.0938026620340333,0.5050371865469121,348.3268837436535,0.06439018583682331,0.06344491717801577,4.475618960859292,131.68992353255518,0.3061873273198575,0.06475231145818275
27,2016,7.531554827350898,117.93807957004097,246.1806284792379,145.42615139965554,401.4078903517496,1512.2607464791868,342.1282174224171,67.89969446843118,61.92952661272605,334.202484311569,262.3071506937936,279.72674067501276,0.9901348473482519,0.5002321057653945,1754.934913068411,0.5006914429328734,272.7439491846277,115.26438745602842,86.21798069167369,88.57862368604353,2232.9796728082288,1275.9560590835858,0.6095300901866035,0.43109348906097233,0.6096419969688309,0.42952643144602787,13.152447141752495,0.0,1388.6183145048744,979.5566436903204,1.5430747693323577,0.6357205123495255,0.6109152756952458,0.4293340116020283,1749.435936523412,0.5062524072490686,0.5045913971388023,3.5690217461324134,1187.1251870024555,1.0916025569761445,0.5040732057306665,347.92011821718603,0.06474788242452517,0.06315450578765157,4.5481062950026825,133.6924518298379,0.3039227635925727,0.06434365584915644
28,2016,7.553421022014262,118.01752140341151,247.8410253929103,144.19842980894168,401.6311160816261,1497.3064192745223,342.6116397879773,67.8718388598238,62.00806897852932,335.16457294222937,262.9703938647267,280.0796111828787,0.8643200540261429,0.5019405912639224,1744.036597220269,0.4987047600930161,272.0935908985542,115.34556591678684,85.87392075626364,88.2106030547539,2233.50037019162,1258.768940111492,0.6096482516764918,0.4245884786350647,0.609258491995686,0.4328732344360424,13.246134648147217,0.0,1389.440408910889,975.5113338645084,1.5410371655288617,0.6247179415915851,0.6104371838426784,0.43104971700471734,1745.769055977818,0.5047011472885201,0.5036731678253668,3.520992607329454,1186.309792832525,1.0931994230671576,0.5064152540035853,349.8312831059803,0.06279821006160476,0.06299034227293517,4.461744274944524,132.2301755151479,0.30401760541824724,0.06329551296964227
29,2017,7.543059551946211,118.02323497125094,245.57112202706688,144.79667685171765,402.8229573249902,1539.7583366966019,342.38306039822527,68.05972713856295,61.94752298323752,334.62855595718685,262.5254601842023,280.92644896260384,0.8853849732286567,0.4999369527170143,1750.2070646973114,0.49991133219837164,272.444929827333,115.79467670211241,86.15202005733008,87.31515365019293,2234.5453903885855,1262.8879222176363,0.6096275434463767,0.4293766651986794,0.6095979197603077,0.4339093608998728,13.137099941719578,0.0,1385.8237197003284,978.4940659929912,1.5403276628397038,0.638054522320531,0.6097545254024063,0.42927575195011347,1747.913793119081,0.5048885900526927,0.5044761455519664,3.623795306946448,1186.9862992693902,1.0962443774599224,0.505238114523904,345.65739810962714,0.06355641604040004,0.06260572648534381,4.618202807457378,133.13257711506765,0.3091522500566574,0.062416063847479296
30,2017,7.496732908963449,117.9876945811914,246.23810075325866,145.33941830832717,402.642447290735,1509.2265069652906,341.67630109631665,67.69516777195881,61.93370905381835,335.72891135290536,264.13644725015695,277.8044827962835,0.9246678429056099,0.49931750719770585,1745.666911464271,0.4991798759248338,272.63310611686745,115.3387791093185,86.10668665371267,87.41618201326223,2238.249333974665,1277.299287346875,0.6098881824960587,0.4299232972670826,0.6103125407754669,0.4350440816916557,13.225369882827579,0.0,1387.121932933989,979.3424712412311,1.5416830478462709,0.6290167797473935,0.6104146503100083,0.42774194789020575,1750.7194344606548,0.5049186052765953,0.5048858841805026,3.531176427166526,1186.9015348381936,1.096767472631456,0.5061217403056067,350.90856166846817,0.06700623089892659,0.06420885368152375,4.431547539200921,132.37873989080325,0.31127919574916046,0.06405135302555295
31,2016,7.511145202550235,118.11069672502,245.67589722683445,145.66305119895725,401.9839600327798,1479.8077506849004,342.2961264811791,67.75699897650073,62.028124909085925,334.6143462892743,262.4097259449539,280.08325412092455,0.9392076271239156,0.5003883220131784,1753.8588422618018,0.49939512334895103,272.33613829999064,115.19696736233227,86.7788935776243,86.83018750149435,2230.959709823549,1278.922099671417,0.6104924199805809,0.4281636847395591,0.6103665109671396,0.43117455644490804,13.18498044080238,0.0,1385.7121108819267,977.8303325503055,1.5438233383967614,0.629853290172636,0.6104107012790067,0.42763518269129414,1752.1628966564058,0.5044406943325501,0.5067851502179728,3.5795608094492652,1187.116333705897,1.0973193735400584,0.5040302046431848,347.1132752536728,0.06379541444169516,0.06348655578956917,4.55663502639324,130.54175754288525,0.3042623767205116,0.06471417171080286
